"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"    Total population","5,074,296","*****","5,074,296","(X)","733,583","*****","733,583","(X)","7,359,197","*****","7,359,197","(X)","3,045,637","*****","3,045,637","(X)","39,029,342","*****","39,029,342","(X)","5,839,926","*****","5,839,926","(X)","3,626,205","*****","3,626,205","(X)","1,018,396","*****","1,018,396","(X)","671,803","*****","671,803","(X)","22,244,823","*****","22,244,823","(X)","10,912,876","*****","10,912,876","(X)","1,440,196","*****","1,440,196","(X)","1,939,033","*****","1,939,033","(X)","12,582,032","*****","12,582,032","(X)","6,833,037","*****","6,833,037","(X)","3,200,517","*****","3,200,517","(X)","2,937,150","*****","2,937,150","(X)","4,512,310","*****","4,512,310","(X)","4,590,241","*****","4,590,241","(X)","1,385,340","*****","1,385,340","(X)","6,164,660","*****","6,164,660","(X)","6,981,974","*****","6,981,974","(X)","10,034,118","*****","10,034,118","(X)","5,717,184","*****","5,717,184","(X)","2,940,057","*****","2,940,057","(X)","6,177,957","*****","6,177,957","(X)","1,122,867","*****","1,122,867","(X)","1,967,923","*****","1,967,923","(X)","3,177,772","*****","3,177,772","(X)","1,395,231","*****","1,395,231","(X)","9,261,699","*****","9,261,699","(X)","2,113,344","*****","2,113,344","(X)","19,677,151","*****","19,677,151","(X)","10,698,973","*****","10,698,973","(X)","779,261","*****","779,261","(X)","11,756,058","*****","11,756,058","(X)","4,019,800","*****","4,019,800","(X)","4,240,137","*****","4,240,137","(X)","12,972,008","*****","12,972,008","(X)","1,093,734","*****","1,093,734","(X)","5,282,634","*****","5,282,634","(X)","909,824","*****","909,824","(X)","7,051,339","*****","7,051,339","(X)","30,029,572","*****","30,029,572","(X)","3,380,800","*****","3,380,800","(X)","647,064","*****","647,064","(X)","8,683,619","*****","8,683,619","(X)","7,785,786","*****","7,785,786","(X)","1,775,156","*****","1,775,156","(X)","5,892,539","*****","5,892,539","(X)","581,381","*****","581,381","(X)","3,221,789","*****","3,221,789","(X)"
"        One race","4,814,962","±12,318","94.9%","±0.2","629,276","±7,547","85.8%","±1.0","5,929,354","±34,373","80.6%","±0.5","2,718,099","±18,629","89.2%","±0.6","31,612,651","±74,887","81.0%","±0.2","4,985,512","±21,957","85.4%","±0.4","3,211,842","±18,596","88.6%","±0.5","920,496","±6,031","90.4%","±0.6","603,236","±5,344","89.8%","±0.8","17,992,413","±53,578","80.9%","±0.2","10,004,145","±28,830","91.7%","±0.3","1,027,374","±12,644","71.3%","±0.9","1,748,861","±9,747","90.2%","±0.5","11,214,606","±31,662","89.1%","±0.3","6,355,005","±14,944","93.0%","±0.2","2,995,154","±10,099","93.6%","±0.3","2,642,907","±11,606","90.0%","±0.4","4,240,286","±11,459","94.0%","±0.3","4,275,350","±12,995","93.1%","±0.3","1,312,788","±4,631","94.8%","±0.3","5,661,424","±19,559","91.8%","±0.3","6,237,166","±20,970","89.3%","±0.3","9,321,148","±17,736","92.9%","±0.2","5,334,396","±13,379","93.3%","±0.2","2,804,784","±9,608","95.4%","±0.3","5,728,200","±14,364","92.7%","±0.2","1,046,327","±4,770","93.2%","±0.4","1,793,648","±9,843","91.1%","±0.5","2,614,614","±18,882","82.3%","±0.6","1,304,551","±6,952","93.5%","±0.5","8,134,418","±30,055","87.8%","±0.3","1,579,001","±17,344","74.7%","±0.8","17,692,692","±39,865","89.9%","±0.2","9,848,601","±23,175","92.1%","±0.2","738,441","±4,654","94.8%","±0.6","10,988,719","±23,795","93.5%","±0.2","3,441,838","±14,867","85.6%","±0.4","3,737,314","±17,136","88.1%","±0.4","12,035,792","±24,782","92.8%","±0.2","961,355","±10,763","87.9%","±1.0","4,945,525","±13,418","93.6%","±0.3","852,179","±5,480","93.7%","±0.6","6,566,289","±16,606","93.1%","±0.2","22,869,218","±76,611","76.2%","±0.3","3,082,729","±14,989","91.2%","±0.4","611,579","±3,139","94.5%","±0.5","7,882,990","±20,792","90.8%","±0.2","6,806,081","±23,475","87.4%","±0.3","1,691,635","±6,134","95.3%","±0.3","5,425,181","±14,061","92.1%","±0.2","533,121","±4,164","91.7%","±0.7","1,991,202","±23,255","61.8%","±0.7"
"        Two or More Races","259,334","±12,318","5.1%","±0.2","104,307","±7,547","14.2%","±1.0","1,429,843","±34,373","19.4%","±0.5","327,538","±18,629","10.8%","±0.6","7,416,691","±74,887","19.0%","±0.2","854,414","±21,957","14.6%","±0.4","414,363","±18,596","11.4%","±0.5","97,900","±6,031","9.6%","±0.6","68,567","±5,344","10.2%","±0.8","4,252,410","±53,578","19.1%","±0.2","908,731","±28,830","8.3%","±0.3","412,822","±12,644","28.7%","±0.9","190,172","±9,747","9.8%","±0.5","1,367,426","±31,662","10.9%","±0.3","478,032","±14,944","7.0%","±0.2","205,363","±10,099","6.4%","±0.3","294,243","±11,606","10.0%","±0.4","272,024","±11,459","6.0%","±0.3","314,891","±12,995","6.9%","±0.3","72,552","±4,631","5.2%","±0.3","503,236","±19,559","8.2%","±0.3","744,808","±20,970","10.7%","±0.3","712,970","±17,735","7.1%","±0.2","382,788","±13,379","6.7%","±0.2","135,273","±9,608","4.6%","±0.3","449,757","±14,364","7.3%","±0.2","76,540","±4,770","6.8%","±0.4","174,275","±9,843","8.9%","±0.5","563,158","±18,882","17.7%","±0.6","90,680","±6,952","6.5%","±0.5","1,127,281","±30,055","12.2%","±0.3","534,343","±17,344","25.3%","±0.8","1,984,459","±39,865","10.1%","±0.2","850,372","±23,175","7.9%","±0.2","40,820","±4,654","5.2%","±0.6","767,339","±23,795","6.5%","±0.2","577,962","±14,867","14.4%","±0.4","502,823","±17,136","11.9%","±0.4","936,216","±24,782","7.2%","±0.2","132,379","±10,763","12.1%","±1.0","337,109","±13,418","6.4%","±0.3","57,645","±5,480","6.3%","±0.6","485,050","±16,606","6.9%","±0.2","7,160,354","±76,611","23.8%","±0.3","298,071","±14,989","8.8%","±0.4","35,485","±3,139","5.5%","±0.5","800,629","±20,792","9.2%","±0.2","979,705","±23,475","12.6%","±0.3","83,521","±6,134","4.7%","±0.3","467,358","±14,061","7.9%","±0.2","48,260","±4,164","8.3%","±0.7","1,230,587","±23,255","38.2%","±0.7"
"        One race","4,814,962","±12,318","94.9%","±0.2","629,276","±7,547","85.8%","±1.0","5,929,354","±34,373","80.6%","±0.5","2,718,099","±18,629","89.2%","±0.6","31,612,651","±74,887","81.0%","±0.2","4,985,512","±21,957","85.4%","±0.4","3,211,842","±18,596","88.6%","±0.5","920,496","±6,031","90.4%","±0.6","603,236","±5,344","89.8%","±0.8","17,992,413","±53,578","80.9%","±0.2","10,004,145","±28,830","91.7%","±0.3","1,027,374","±12,644","71.3%","±0.9","1,748,861","±9,747","90.2%","±0.5","11,214,606","±31,662","89.1%","±0.3","6,355,005","±14,944","93.0%","±0.2","2,995,154","±10,099","93.6%","±0.3","2,642,907","±11,606","90.0%","±0.4","4,240,286","±11,459","94.0%","±0.3","4,275,350","±12,995","93.1%","±0.3","1,312,788","±4,631","94.8%","±0.3","5,661,424","±19,559","91.8%","±0.3","6,237,166","±20,970","89.3%","±0.3","9,321,148","±17,736","92.9%","±0.2","5,334,396","±13,379","93.3%","±0.2","2,804,784","±9,608","95.4%","±0.3","5,728,200","±14,364","92.7%","±0.2","1,046,327","±4,770","93.2%","±0.4","1,793,648","±9,843","91.1%","±0.5","2,614,614","±18,882","82.3%","±0.6","1,304,551","±6,952","93.5%","±0.5","8,134,418","±30,055","87.8%","±0.3","1,579,001","±17,344","74.7%","±0.8","17,692,692","±39,865","89.9%","±0.2","9,848,601","±23,175","92.1%","±0.2","738,441","±4,654","94.8%","±0.6","10,988,719","±23,795","93.5%","±0.2","3,441,838","±14,867","85.6%","±0.4","3,737,314","±17,136","88.1%","±0.4","12,035,792","±24,782","92.8%","±0.2","961,355","±10,763","87.9%","±1.0","4,945,525","±13,418","93.6%","±0.3","852,179","±5,480","93.7%","±0.6","6,566,289","±16,606","93.1%","±0.2","22,869,218","±76,611","76.2%","±0.3","3,082,729","±14,989","91.2%","±0.4","611,579","±3,139","94.5%","±0.5","7,882,990","±20,792","90.8%","±0.2","6,806,081","±23,475","87.4%","±0.3","1,691,635","±6,134","95.3%","±0.3","5,425,181","±14,061","92.1%","±0.2","533,121","±4,164","91.7%","±0.7","1,991,202","±23,255","61.8%","±0.7"
"            White","3,302,528","±6,577","65.1%","±0.1","437,533","±3,054","59.6%","±0.4","4,254,015","±22,252","57.8%","±0.3","2,103,849","±13,480","69.1%","±0.4","15,175,598","±45,032","38.9%","±0.1","4,106,707","±18,254","70.3%","±0.3","2,357,855","±12,238","65.0%","±0.3","610,378","±4,037","59.9%","±0.4","257,963","±3,475","38.4%","±0.5","12,445,576","±37,941","55.9%","±0.2","5,594,859","±14,916","51.3%","±0.1","319,118","±4,791","22.2%","±0.3","1,588,044","±7,855","81.9%","±0.4","7,683,527","±20,370","61.1%","±0.2","5,297,623","±9,839","77.5%","±0.1","2,702,598","±6,809","84.4%","±0.2","2,241,911","±10,318","76.3%","±0.4","3,749,247","±6,337","83.1%","±0.1","2,646,226","±7,891","57.6%","±0.2","1,258,198","±4,632","90.8%","±0.3","2,983,674","±13,090","48.4%","±0.2","4,800,968","±14,636","68.8%","±0.2","7,422,249","±14,661","74.0%","±0.1","4,415,751","±9,723","77.2%","±0.2","1,638,190","±4,842","55.7%","±0.2","4,796,965","±12,032","77.6%","±0.2","955,850","±5,189","85.1%","±0.5","1,543,454","±8,219","78.4%","±0.4","1,561,784","±12,521","49.1%","±0.4","1,221,437","±6,212","87.5%","±0.4","5,008,587","±16,496","54.1%","±0.2","979,928","±14,521","46.4%","±0.7","10,866,983","±24,850","55.2%","±0.1","6,650,422","±14,821","62.2%","±0.1","648,124","±3,298","83.2%","±0.4","9,059,267","±13,149","77.1%","±0.1","2,619,684","±8,600","65.2%","±0.2","3,160,419","±11,164","74.5%","±0.3","9,655,892","±18,296","74.4%","±0.1","770,878","±7,487","70.5%","±0.7","3,361,662","±11,124","63.6%","±0.2","735,501","±3,744","80.8%","±0.4","5,150,306","±10,675","73.0%","±0.2","14,293,026","±61,049","47.6%","±0.2","2,678,510","±12,416","79.2%","±0.4","588,046","±2,634","90.9%","±0.4","5,226,121","±14,425","60.2%","±0.2","5,129,500","±17,303","65.9%","±0.2","1,603,362","±4,108","90.3%","±0.2","4,737,427","±9,403","80.4%","±0.2","491,697","±3,988","84.6%","±0.7","848,732","±22,042","26.3%","±0.7"
"            Black or African American","1,302,035","±9,860","25.7%","±0.2","22,202","±3,776","3.0%","±0.5","340,760","±10,305","4.6%","±0.1","437,331","±6,959","14.4%","±0.2","2,121,422","±20,705","5.4%","±0.1","235,519","±7,436","4.0%","±0.1","380,229","±8,806","10.5%","±0.2","224,761","±4,691","22.1%","±0.5","282,578","±3,557","42.1%","±0.5","3,345,420","±23,249","15.0%","±0.1","3,384,201","±20,860","31.0%","±0.2","26,010","±1,945","1.8%","±0.1","12,689","±1,604","0.7%","±0.1","1,689,724","±16,615","13.4%","±0.1","637,617","±10,247","9.3%","±0.1","121,447","±6,188","3.8%","±0.2","153,771","±5,730","5.2%","±0.2","347,039","±8,974","7.7%","±0.2","1,428,423","±10,468","31.1%","±0.2","22,106","±2,660","1.6%","±0.2","1,823,687","±11,781","29.6%","±0.2","495,214","±11,509","7.1%","±0.2","1,325,693","±12,884","13.2%","±0.1","398,326","±8,080","7.0%","±0.1","1,075,313","±8,137","36.6%","±0.3","661,117","±9,147","10.7%","±0.1","3,663","±899","0.3%","±0.1","92,208","±4,470","4.7%","±0.2","297,866","±8,652","9.4%","±0.3","19,004","±2,602","1.4%","±0.2","1,169,436","±15,126","12.6%","±0.2","45,057","±4,314","2.1%","±0.2","2,827,785","±25,910","14.4%","±0.1","2,182,651","±16,593","20.4%","±0.2","25,514","±2,555","3.3%","±0.3","1,414,910","±17,463","12.0%","±0.1","274,248","±6,633","6.8%","±0.2","82,820","±5,534","2.0%","±0.1","1,361,224","±13,451","10.5%","±0.1","60,402","±6,667","5.5%","±0.6","1,325,020","±10,730","25.1%","±0.2","18,098","±2,326","2.0%","±0.3","1,098,360","±10,114","15.6%","±0.1","3,620,288","±25,761","12.1%","±0.1","37,613","±4,529","1.1%","±0.1","6,320","±1,130","1.0%","±0.2","1,620,131","±9,382","18.7%","±0.1","309,488","±9,282","4.0%","±0.1","60,797","±3,576","3.4%","±0.2","352,022","±6,433","6.0%","±0.1","4,097","±902","0.7%","±0.2","188,147","±11,892","5.8%","±0.4"
"            American Indian and Alaska Native","24,400","±3,225","0.5%","±0.1","95,268","±4,155","13.0%","±0.6","301,909","±11,687","4.1%","±0.2","22,250","±4,120","0.7%","±0.1","504,589","±22,673","1.3%","±0.1","71,351","±10,561","1.2%","±0.2","10,269","±2,192","0.3%","±0.1","3,670","±1,380","0.4%","±0.1","3,130","±1,171","0.5%","±0.2","90,848","±11,186","0.4%","±0.1","55,227","±7,918","0.5%","±0.1","4,100","±1,191","0.3%","±0.1","24,880","±3,493","1.3%","±0.2","86,968","±8,526","0.7%","±0.1","23,265","±4,935","0.3%","±0.1","11,718","±2,361","0.4%","±0.1","26,522","±5,376","0.9%","±0.2","7,860","±1,648","0.2%","±0.1","27,069","±3,508","0.6%","±0.1","7,035","±1,394","0.5%","±0.1","26,649","±5,861","0.4%","±0.1","19,707","±4,748","0.3%","±0.1","46,016","±4,406","0.5%","±0.1","54,420","±3,662","1.0%","±0.1","13,939","±2,002","0.5%","±0.1","16,919","±1,882","0.3%","±0.1","60,257","±2,696","5.4%","±0.2","19,656","±2,812","1.0%","±0.1","46,997","±5,417","1.5%","±0.2","1,697","±665","0.1%","±0.1","43,680","±7,107","0.5%","±0.1","194,411","±5,121","9.2%","±0.2","123,698","±11,535","0.6%","±0.1","117,734","±6,035","1.1%","±0.1","34,458","±2,590","4.4%","±0.3","20,929","±3,220","0.2%","±0.1","300,613","±8,922","7.5%","±0.2","51,735","±5,260","1.2%","±0.1","34,687","±10,595","0.3%","±0.1","4,457","±2,151","0.4%","±0.2","20,380","±5,426","0.4%","±0.1","68,481","±3,133","7.5%","±0.3","14,856","±2,880","0.2%","±0.1","247,149","±17,444","0.8%","±0.1","34,434","±4,230","1.0%","±0.1","1,296","±479","0.2%","±0.1","26,104","±4,228","0.3%","±0.1","99,306","±6,282","1.3%","±0.1","2,826","±1,072","0.2%","±0.1","44,394","±3,353","0.8%","±0.1","11,118","±1,179","1.9%","±0.2","6,970","±2,547","0.2%","±0.1"
"                Cherokee tribal grouping","N","N","N","N","350","±261","0.0%","±0.1","2,899","±1,490","0.0%","±0.1","5,103","±972","0.2%","±0.1","16,076","±3,064","0.0%","±0.1","2,295","±724","0.0%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","5,847","±1,354","0.0%","±0.1","4,295","±1,218","0.0%","±0.1","N","N","N","N","1,017","±674","0.1%","±0.1","1,766","±676","0.0%","±0.1","1,627","±506","0.0%","±0.1","494","±405","0.0%","±0.1","3,142","±777","0.1%","±0.1","N","N","N","N","1,298","±564","0.0%","±0.1","N","N","N","N","1,305","±623","0.0%","±0.1","N","N","N","N","1,816","±696","0.0%","±0.1","84","±62","0.0%","±0.1","N","N","N","N","5,030","±1,000","0.1%","±0.1","780","±437","0.1%","±0.1","911","±443","0.0%","±0.1","1,181","±544","0.0%","±0.1","N","N","N","N","N","N","N","N","1,774","±1,040","0.1%","±0.1","2,517","±924","0.0%","±0.1","13,681","±1,941","0.1%","±0.1","294","±293","0.0%","±0.1","3,445","±1,070","0.0%","±0.1","116,812","±5,093","2.9%","±0.1","2,766","±1,008","0.1%","±0.1","1,550","±616","0.0%","±0.1","N","N","N","N","N","N","N","N","144","±160","0.0%","±0.1","3,326","±1,092","0.0%","±0.1","17,690","±3,228","0.1%","±0.1","745","±540","0.0%","±0.1","N","N","N","N","2,058","±635","0.0%","±0.1","3,025","±1,182","0.0%","±0.1","N","N","N","N","334","±142","0.0%","±0.1","127","±99","0.0%","±0.1","N","N","N","N"
"                Chippewa tribal grouping","N","N","N","N","401","±374","0.1%","±0.1","211","±200","0.0%","±0.1","102","±128","0.0%","±0.1","2,523","±1,017","0.0%","±0.1","352","±340","0.0%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","1,168","±588","0.0%","±0.1","38","±50","0.0%","±0.1","N","N","N","N","201","±146","0.0%","±0.1","944","±849","0.0%","±0.1","481","±486","0.0%","±0.1","125","±112","0.0%","±0.1","0","±185","0.0%","±0.1","N","N","N","N","158","±231","0.0%","±0.1","N","N","N","N","330","±393","0.0%","±0.1","N","N","N","N","15,580","±2,256","0.2%","±0.1","31,123","±1,892","0.5%","±0.1","N","N","N","N","263","±262","0.0%","±0.1","2,295","±1,084","0.2%","±0.1","16","±28","0.0%","±0.1","183","±159","0.0%","±0.1","N","N","N","N","N","N","N","N","314","±523","0.0%","±0.1","175","±172","0.0%","±0.1","163","±136","0.0%","±0.1","12,041","±1,498","1.5%","±0.2","327","±220","0.0%","±0.1","365","±266","0.0%","±0.1","913","±420","0.0%","±0.1","150","±107","0.0%","±0.1","N","N","N","N","N","N","N","N","847","±634","0.1%","±0.1","128","±136","0.0%","±0.1","915","±486","0.0%","±0.1","289","±301","0.0%","±0.1","N","N","N","N","127","±122","0.0%","±0.1","2,890","±918","0.0%","±0.1","N","N","N","N","10,876","±1,412","0.2%","±0.1","101","±103","0.0%","±0.1","N","N","N","N"
"                Navajo tribal grouping","N","N","N","N","429","±470","0.1%","±0.1","145,703","±7,549","2.0%","±0.1","276","±189","0.0%","±0.1","8,095","±1,886","0.0%","±0.1","7,875","±2,248","0.1%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","707","±402","0.0%","±0.1","325","±206","0.0%","±0.1","N","N","N","N","1,354","±1,370","0.1%","±0.1","450","±272","0.0%","±0.1","343","±288","0.0%","±0.1","157","±224","0.0%","±0.1","764","±620","0.0%","±0.1","N","N","N","N","292","±385","0.0%","±0.1","N","N","N","N","449","±398","0.0%","±0.1","N","N","N","N","132","±122","0.0%","±0.1","355","±326","0.0%","±0.1","N","N","N","N","255","±176","0.0%","±0.1","745","±535","0.1%","±0.1","524","±481","0.0%","±0.1","1,784","±1,205","0.1%","±0.1","N","N","N","N","N","N","N","N","124,992","±5,130","5.9%","±0.2","2,450","±1,457","0.0%","±0.1","682","±569","0.0%","±0.1","435","±804","0.1%","±0.1","418","±273","0.0%","±0.1","1,558","±740","0.0%","±0.1","1,146","±533","0.0%","±0.1","570","±592","0.0%","±0.1","N","N","N","N","N","N","N","N","101","±158","0.0%","±0.1","156","±155","0.0%","±0.1","4,234","±1,568","0.0%","±0.1","15,642","±2,168","0.5%","±0.1","N","N","N","N","325","±277","0.0%","±0.1","1,407","±851","0.0%","±0.1","N","N","N","N","249","±279","0.0%","±0.1","354","±284","0.1%","±0.1","N","N","N","N"
"                Sioux tribal grouping","N","N","N","N","69","±109","0.0%","±0.1","1,333","±699","0.0%","±0.1","351","±277","0.0%","±0.1","3,339","±1,067","0.0%","±0.1","4,643","±2,495","0.1%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","698","±593","0.0%","±0.1","455","±397","0.0%","±0.1","N","N","N","N","462","±415","0.0%","±0.1","683","±444","0.0%","±0.1","431","±419","0.0%","±0.1","1,937","±1,205","0.1%","±0.1","620","±453","0.0%","±0.1","N","N","N","N","581","±545","0.0%","±0.1","N","N","N","N","215","±239","0.0%","±0.1","N","N","N","N","274","±316","0.0%","±0.1","4,416","±997","0.1%","±0.1","N","N","N","N","54","±56","0.0%","±0.1","1,207","±596","0.1%","±0.1","3,758","±1,258","0.2%","±0.1","259","±279","0.0%","±0.1","N","N","N","N","N","N","N","N","790","±528","0.0%","±0.1","575","±689","0.0%","±0.1","488","±430","0.0%","±0.1","12,960","±2,503","1.7%","±0.3","13","±25","0.0%","±0.1","808","±378","0.0%","±0.1","708","±412","0.0%","±0.1","719","±525","0.0%","±0.1","N","N","N","N","N","N","N","N","51,838","±3,976","5.7%","±0.4","194","±187","0.0%","±0.1","1,202","±768","0.0%","±0.1","387","±310","0.0%","±0.1","N","N","N","N","56","±65","0.0%","±0.1","2,458","±1,545","0.0%","±0.1","N","N","N","N","230","±162","0.0%","±0.1","433","±277","0.1%","±0.1","N","N","N","N"
